抽せん日,year,month,day,dayofweek,一致数_label,信頼度,pred_1,pred_2,pred_3,pred_4,pred_len,pred_sum,pred_min,pred_max,pred_range,pred_mean,pred_std,true_1,true_2,true_3,true_4,true_len,true_sum,true_min,true_max,true_range,true_mean,true_std,match_count_calc,hit_flag,model_Diffusion,model_Forced3Match,model_ForcedStraight,model_PPO,model_Self,model_Synthetic,pred_idx_予測1,pred_idx_予測2,pred_idx_予測3,pred_idx_予測4
1998-06-17,1998,6,17,2,4,1.1958,3,3,3,7,4,16,3,7,4,4.0,1.7320508075688772,3,3,3,7,4,16,3,7,4,4.0,1.7320508075688772,4,True,False,True,False,False,False,False,False,True,False,False
1998-06-17,1998,6,17,2,0,1.1778,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,3,3,3,7,4,16,3,7,4,4.0,1.7320508075688772,0,False,False,False,False,False,True,False,False,False,True,False
1998-06-17,1998,6,17,2,0,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,3,3,3,7,4,16,3,7,4,4.0,1.7320508075688772,0,False,False,False,False,False,True,False,False,False,False,True
1998-06-19,1998,6,19,4,4,1.2101,6,8,9,9,4,32,6,9,3,8.0,1.224744871391589,9,6,9,8,4,32,6,9,3,8.0,1.224744871391589,4,True,False,True,False,False,False,False,True,False,False,False
1998-06-19,1998,6,19,4,0,1.1778,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,9,6,9,8,4,32,6,9,3,8.0,1.224744871391589,0,False,False,False,False,False,True,False,False,True,False,False
1998-06-19,1998,6,19,4,1,1.1764,0,1,4,9,4,14,0,9,9,3.5,3.5,9,6,9,8,4,32,6,9,3,8.0,1.224744871391589,1,True,False,False,False,False,True,False,False,False,True,False
1998-06-19,1998,6,19,4,2,1.1761,0,5,6,8,4,19,0,8,8,4.75,2.947456530637899,9,6,9,8,4,32,6,9,3,8.0,1.224744871391589,2,True,False,False,False,False,True,False,False,False,False,True
1998-06-22,1998,6,22,0,1,1.1384,0,1,2,5,4,8,0,5,5,2.0,1.8708286933869707,6,7,0,0,4,13,0,7,7,3.25,3.2691742076555053,1,True,False,False,False,True,False,False,True,False,False,False
1998-06-22,1998,6,22,0,4,1.2297,0,0,6,7,4,13,0,7,7,3.25,3.2691742076555053,6,7,0,0,4,13,0,7,7,3.25,3.2691742076555053,4,True,False,False,True,False,False,False,False,True,False,False
1998-06-22,1998,6,22,0,1,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,6,7,0,0,4,13,0,7,7,3.25,3.2691742076555053,1,True,False,False,False,False,True,False,False,False,True,False
1998-06-22,1998,6,22,0,2,1.1752,0,5,6,8,4,19,0,8,8,4.75,2.947456530637899,6,7,0,0,4,13,0,7,7,3.25,3.2691742076555053,2,True,False,False,False,False,True,False,False,False,False,True
1998-06-24,1998,6,24,2,1,1.1262,1,3,8,9,4,21,1,9,8,5.25,3.344772040064913,9,4,7,7,4,27,4,9,5,6.75,1.7853571071357126,1,True,False,False,False,True,False,False,True,False,False,False
1998-06-24,1998,6,24,2,4,1.2171,4,7,7,9,4,27,4,9,5,6.75,1.7853571071357126,9,4,7,7,4,27,4,9,5,6.75,1.7853571071357126,4,True,False,False,True,False,False,False,False,True,False,False
1998-06-24,1998,6,24,2,1,1.1778,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,9,4,7,7,4,27,4,9,5,6.75,1.7853571071357126,1,True,False,False,False,False,True,False,False,False,True,False
1998-06-24,1998,6,24,2,2,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,9,4,7,7,4,27,4,9,5,6.75,1.7853571071357126,2,True,False,False,False,False,True,False,False,False,False,True
1998-06-26,1998,6,26,4,2,1.1496,0,2,5,6,4,13,0,6,6,3.25,2.384848003542364,0,4,2,2,4,8,0,4,4,2.0,1.4142135623730951,2,True,False,False,False,True,False,False,True,False,False,False
1998-06-26,1998,6,26,4,2,1.1775,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,0,4,2,2,4,8,0,4,4,2.0,1.4142135623730951,2,True,False,False,False,False,True,False,False,True,False,False
1998-06-26,1998,6,26,4,3,1.1775,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,0,4,2,2,4,8,0,4,4,2.0,1.4142135623730951,3,True,False,False,False,False,True,False,False,False,True,False
1998-06-26,1998,6,26,4,2,1.1763,0,1,4,9,4,14,0,9,9,3.5,3.5,0,4,2,2,4,8,0,4,4,2.0,1.4142135623730951,2,True,False,False,False,False,True,False,False,False,False,True
1998-06-29,1998,6,29,0,1,1.1256,0,1,3,8,4,12,0,8,8,3.0,3.082207001484488,5,3,5,2,4,15,2,5,3,3.75,1.299038105676658,1,True,False,False,False,True,False,False,True,False,False,False
1998-06-29,1998,6,29,0,4,1.2181,2,3,5,5,4,15,2,5,3,3.75,1.299038105676658,5,3,5,2,4,15,2,5,3,3.75,1.299038105676658,4,True,False,False,True,False,False,False,False,True,False,False
1998-06-29,1998,6,29,0,1,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,5,3,5,2,4,15,2,5,3,3.75,1.299038105676658,1,True,False,False,False,False,True,False,False,False,True,False
1998-06-29,1998,6,29,0,2,1.1776,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,5,3,5,2,4,15,2,5,3,3.75,1.299038105676658,2,True,False,False,False,False,True,False,False,False,False,True
1998-07-01,1998,7,1,2,3,1.136,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,6,8,9,1,4,24,1,9,8,6.0,3.082207001484488,3,True,False,False,False,True,False,False,True,False,False,False
1998-07-01,1998,7,1,2,4,1.2182,1,6,8,9,4,24,1,9,8,6.0,3.082207001484488,6,8,9,1,4,24,1,9,8,6.0,3.082207001484488,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-01,1998,7,1,2,1,1.1774,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,6,8,9,1,4,24,1,9,8,6.0,3.082207001484488,1,True,False,False,False,False,True,False,False,False,True,False
1998-07-01,1998,7,1,2,2,1.1764,0,1,4,9,4,14,0,9,9,3.5,3.5,6,8,9,1,4,24,1,9,8,6.0,3.082207001484488,2,True,False,False,False,False,True,False,False,False,False,True
1998-07-03,1998,7,3,4,0,1.1331,0,2,3,7,4,12,0,7,7,3.0,2.5495097567963922,9,9,9,5,4,32,5,9,4,8.0,1.7320508075688772,0,False,False,False,False,True,False,False,True,False,False,False
1998-07-03,1998,7,3,4,1,1.1775,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,9,9,9,5,4,32,5,9,4,8.0,1.7320508075688772,1,True,False,False,False,False,True,False,False,True,False,False
1998-07-03,1998,7,3,4,1,1.1752,0,1,4,9,4,14,0,9,9,3.5,3.5,9,9,9,5,4,32,5,9,4,8.0,1.7320508075688772,1,True,False,False,False,False,True,False,False,False,True,False
1998-07-03,1998,7,3,4,1,1.175,0,5,6,8,4,19,0,8,8,4.75,2.947456530637899,9,9,9,5,4,32,5,9,4,8.0,1.7320508075688772,1,True,False,False,False,False,True,False,False,False,False,True
1998-07-06,1998,7,6,0,2,1.1218,1,2,3,7,4,13,1,7,6,3.25,2.277608394786075,3,7,8,6,4,24,3,8,5,6.0,1.8708286933869707,2,True,False,False,False,True,False,False,True,False,False,False
1998-07-06,1998,7,6,0,4,1.2128,3,6,7,8,4,24,3,8,5,6.0,1.8708286933869707,3,7,8,6,4,24,3,8,5,6.0,1.8708286933869707,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-06,1998,7,6,0,0,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,3,7,8,6,4,24,3,8,5,6.0,1.8708286933869707,0,False,False,False,False,False,True,False,False,False,True,False
1998-07-06,1998,7,6,0,0,1.1776,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,3,7,8,6,4,24,3,8,5,6.0,1.8708286933869707,0,False,False,False,False,False,True,False,False,False,False,True
1998-07-08,1998,7,8,2,2,1.1375,0,1,2,9,4,12,0,9,9,3.0,3.5355339059327378,2,1,5,4,4,12,1,5,4,3.0,1.5811388300841898,2,True,False,False,False,True,False,False,True,False,False,False
1998-07-08,1998,7,8,2,4,1.2194,1,2,4,5,4,12,1,5,4,3.0,1.5811388300841898,2,1,5,4,4,12,1,5,4,3.0,1.5811388300841898,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-08,1998,7,8,2,2,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,2,1,5,4,4,12,1,5,4,3.0,1.5811388300841898,2,True,False,False,False,False,True,False,False,False,True,False
1998-07-08,1998,7,8,2,0,1.1753,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,2,1,5,4,4,12,1,5,4,3.0,1.5811388300841898,0,False,False,False,False,False,True,False,False,False,False,True
1998-07-10,1998,7,10,4,0,1.1375,0,6,7,9,4,22,0,9,9,5.5,3.3541019662496847,3,3,5,4,4,15,3,5,2,3.75,0.82915619758885,0,False,False,False,False,True,False,False,True,False,False,False
1998-07-10,1998,7,10,4,4,1.2116,3,3,4,5,4,15,3,5,2,3.75,0.82915619758885,3,3,5,4,4,15,3,5,2,3.75,0.82915619758885,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-10,1998,7,10,4,2,1.1774,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,3,3,5,4,4,15,3,5,2,3.75,0.82915619758885,2,True,False,False,False,False,True,False,False,False,True,False
1998-07-10,1998,7,10,4,1,1.176,0,1,4,9,4,14,0,9,9,3.5,3.5,3,3,5,4,4,15,3,5,2,3.75,0.82915619758885,1,True,False,False,False,False,True,False,False,False,False,True
1998-07-13,1998,7,13,0,4,1.2062,1,2,3,4,4,10,1,4,3,2.5,1.118033988749895,4,1,2,3,4,10,1,4,3,2.5,1.118033988749895,4,True,False,True,False,False,False,False,True,False,False,False
1998-07-13,1998,7,13,0,1,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,4,1,2,3,4,10,1,4,3,2.5,1.118033988749895,1,True,False,False,False,False,True,False,False,True,False,False
1998-07-13,1998,7,13,0,2,1.1775,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,4,1,2,3,4,10,1,4,3,2.5,1.118033988749895,2,True,False,False,False,False,True,False,False,False,True,False
1998-07-13,1998,7,13,0,2,1.1761,0,1,4,9,4,14,0,9,9,3.5,3.5,4,1,2,3,4,10,1,4,3,2.5,1.118033988749895,2,True,False,False,False,False,True,False,False,False,False,True
1998-07-15,1998,7,15,2,4,1.21,0,4,8,8,4,20,0,8,8,5.0,3.3166247903554,8,8,4,0,4,20,0,8,8,5.0,3.3166247903554,4,True,False,True,False,False,False,False,True,False,False,False
1998-07-15,1998,7,15,2,2,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,8,8,4,0,4,20,0,8,8,5.0,3.3166247903554,2,True,False,False,False,False,True,False,False,True,False,False
1998-07-15,1998,7,15,2,2,1.1776,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,8,8,4,0,4,20,0,8,8,5.0,3.3166247903554,2,True,False,False,False,False,True,False,False,False,True,False
1998-07-15,1998,7,15,2,2,1.1762,0,1,4,9,4,14,0,9,9,3.5,3.5,8,8,4,0,4,20,0,8,8,5.0,3.3166247903554,2,True,False,False,False,False,True,False,False,False,False,True
1998-07-17,1998,7,17,4,2,1.1275,1,2,3,7,4,13,1,7,6,3.25,2.277608394786075,4,6,3,7,4,20,3,7,4,5.0,1.5811388300841898,2,True,False,False,False,True,False,False,True,False,False,False
1998-07-17,1998,7,17,4,4,1.2155,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,4,6,3,7,4,20,3,7,4,5.0,1.5811388300841898,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-17,1998,7,17,4,1,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,4,6,3,7,4,20,3,7,4,5.0,1.5811388300841898,1,True,False,False,False,False,True,False,False,False,True,False
1998-07-17,1998,7,17,4,1,1.1775,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,4,6,3,7,4,20,3,7,4,5.0,1.5811388300841898,1,True,False,False,False,False,True,False,False,False,False,True
1998-07-20,1998,7,20,0,2,1.1371,0,1,2,5,4,8,0,5,5,2.0,1.8708286933869707,9,0,0,2,4,11,0,9,9,2.75,3.6996621467371855,2,True,False,False,False,True,False,False,True,False,False,False
1998-07-20,1998,7,20,0,4,1.231,0,0,2,9,4,11,0,9,9,2.75,3.6996621467371855,9,0,0,2,4,11,0,9,9,2.75,3.6996621467371855,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-20,1998,7,20,0,2,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,9,0,0,2,4,11,0,9,9,2.75,3.6996621467371855,2,True,False,False,False,False,True,False,False,False,True,False
1998-07-20,1998,7,20,0,1,1.1749,0,5,6,8,4,19,0,8,8,4.75,2.947456530637899,9,0,0,2,4,11,0,9,9,2.75,3.6996621467371855,1,True,False,False,False,False,True,False,False,False,False,True
1998-07-22,1998,7,22,2,2,1.1249,3,4,7,8,4,22,3,8,5,5.5,2.0615528128088303,6,2,3,7,4,18,2,7,5,4.5,2.0615528128088303,2,True,False,False,False,True,False,False,True,False,False,False
1998-07-22,1998,7,22,2,4,1.2158,2,3,6,7,4,18,2,7,5,4.5,2.0615528128088303,6,2,3,7,4,18,2,7,5,4.5,2.0615528128088303,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-22,1998,7,22,2,0,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,6,2,3,7,4,18,2,7,5,4.5,2.0615528128088303,0,False,False,False,False,False,True,False,False,False,True,False
1998-07-22,1998,7,22,2,1,1.1776,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,6,2,3,7,4,18,2,7,5,4.5,2.0615528128088303,1,True,False,False,False,False,True,False,False,False,False,True
1998-07-24,1998,7,24,4,1,1.1361,0,1,4,5,4,10,0,5,5,2.5,2.0615528128088303,9,0,8,8,4,25,0,9,9,6.25,3.6314597615834874,1,True,False,False,False,True,False,False,True,False,False,False
1998-07-24,1998,7,24,4,4,1.2195,0,8,8,9,4,25,0,9,9,6.25,3.6314597615834874,9,0,8,8,4,25,0,9,9,6.25,3.6314597615834874,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-24,1998,7,24,4,2,1.175,0,5,6,8,4,19,0,8,8,4.75,2.947456530637899,9,0,8,8,4,25,0,9,9,6.25,3.6314597615834874,2,True,False,False,False,False,True,False,False,False,True,False
1998-07-24,1998,7,24,4,2,1.1482,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,9,0,8,8,4,25,0,9,9,6.25,3.6314597615834874,2,True,False,False,False,True,False,False,False,False,False,True
1998-07-27,1998,7,27,0,4,1.2062,3,6,8,9,4,26,3,9,6,6.5,2.29128784747792,9,6,8,3,4,26,3,9,6,6.5,2.29128784747792,4,True,False,True,False,False,False,False,True,False,False,False
1998-07-27,1998,7,27,0,0,1.1777,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,9,6,8,3,4,26,3,9,6,6.5,2.29128784747792,0,False,False,False,False,False,True,False,False,True,False,False
1998-07-27,1998,7,27,0,1,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,9,6,8,3,4,26,3,9,6,6.5,2.29128784747792,1,True,False,False,False,False,True,False,False,False,True,False
1998-07-27,1998,7,27,0,1,1.1761,0,1,4,9,4,14,0,9,9,3.5,3.5,9,6,8,3,4,26,3,9,6,6.5,2.29128784747792,1,True,False,False,False,False,True,False,False,False,False,True
1998-07-29,1998,7,29,2,3,1.1761,0,1,4,9,4,14,0,9,9,3.5,3.5,3,1,4,9,4,17,1,9,8,4.25,2.947456530637899,3,True,False,False,False,False,True,False,True,False,False,False
1998-07-29,1998,7,29,2,4,1.2157,1,3,4,9,4,17,1,9,8,4.25,2.947456530637899,3,1,4,9,4,17,1,9,8,4.25,2.947456530637899,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-29,1998,7,29,2,2,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,3,1,4,9,4,17,1,9,8,4.25,2.947456530637899,2,True,False,False,False,False,True,False,False,False,True,False
1998-07-29,1998,7,29,2,0,1.1752,0,5,6,8,4,19,0,8,8,4.75,2.947456530637899,3,1,4,9,4,17,1,9,8,4.25,2.947456530637899,0,False,False,False,False,False,True,False,False,False,False,True
1998-07-31,1998,7,31,4,0,1.1487,0,2,5,6,4,13,0,6,6,3.25,2.384848003542364,8,9,9,1,4,27,1,9,8,6.75,3.344772040064913,0,False,False,False,False,True,False,False,True,False,False,False
1998-07-31,1998,7,31,4,4,1.2171,1,8,9,9,4,27,1,9,8,6.75,3.344772040064913,8,9,9,1,4,27,1,9,8,6.75,3.344772040064913,4,True,False,False,True,False,False,False,False,True,False,False
1998-07-31,1998,7,31,4,1,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,8,9,9,1,4,27,1,9,8,6.75,3.344772040064913,1,True,False,False,False,False,True,False,False,False,True,False
1998-07-31,1998,7,31,4,2,1.1752,0,1,4,9,4,14,0,9,9,3.5,3.5,8,9,9,1,4,27,1,9,8,6.75,3.344772040064913,2,True,False,False,False,False,True,False,False,False,False,True
1998-08-03,1998,8,3,0,4,1.2073,1,3,4,9,4,17,1,9,8,4.25,2.947456530637899,3,9,1,4,4,17,1,9,8,4.25,2.947456530637899,4,True,False,True,False,False,False,False,True,False,False,False
1998-08-03,1998,8,3,0,2,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,3,9,1,4,4,17,1,9,8,4.25,2.947456530637899,2,True,False,False,False,False,True,False,False,True,False,False
1998-08-03,1998,8,3,0,1,1.1761,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,3,9,1,4,4,17,1,9,8,4.25,2.947456530637899,1,True,False,False,False,False,True,False,False,False,True,False
1998-08-03,1998,8,3,0,3,1.176,0,1,4,9,4,14,0,9,9,3.5,3.5,3,9,1,4,4,17,1,9,8,4.25,2.947456530637899,3,True,False,False,False,False,True,False,False,False,False,True
1998-08-05,1998,8,5,2,2,1.1487,0,2,5,6,4,13,0,6,6,3.25,2.384848003542364,8,5,5,0,4,18,0,8,8,4.5,2.8722813232690143,2,True,False,False,False,True,False,False,True,False,False,False
1998-08-05,1998,8,5,2,4,1.2234,0,5,5,8,4,18,0,8,8,4.5,2.8722813232690143,8,5,5,0,4,18,0,8,8,4.5,2.8722813232690143,4,True,False,False,True,False,False,False,False,True,False,False
1998-08-05,1998,8,5,2,2,1.1778,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,8,5,5,0,4,18,0,8,8,4.5,2.8722813232690143,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-05,1998,8,5,2,1,1.1762,0,1,4,9,4,14,0,9,9,3.5,3.5,8,5,5,0,4,18,0,8,8,4.5,2.8722813232690143,1,True,False,False,False,False,True,False,False,False,False,True
1998-08-07,1998,8,7,4,4,1.2102,1,2,4,5,4,12,1,5,4,3.0,1.5811388300841898,4,5,2,1,4,12,1,5,4,3.0,1.5811388300841898,4,True,False,True,False,False,False,False,True,False,False,False
1998-08-07,1998,8,7,4,2,1.1775,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,4,5,2,1,4,12,1,5,4,3.0,1.5811388300841898,2,True,False,False,False,False,True,False,False,True,False,False
1998-08-07,1998,8,7,4,2,1.1761,0,1,4,9,4,14,0,9,9,3.5,3.5,4,5,2,1,4,12,1,5,4,3.0,1.5811388300841898,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-07,1998,8,7,4,0,1.1761,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,4,5,2,1,4,12,1,5,4,3.0,1.5811388300841898,0,False,False,False,False,False,True,False,False,False,False,True
1998-08-10,1998,8,10,0,2,1.1302,3,6,7,9,4,25,3,9,6,6.25,2.165063509461097,9,2,3,0,4,14,0,9,9,3.5,3.3541019662496847,2,True,False,False,False,True,False,False,True,False,False,False
1998-08-10,1998,8,10,0,4,1.2224,0,2,3,9,4,14,0,9,9,3.5,3.3541019662496847,9,2,3,0,4,14,0,9,9,3.5,3.3541019662496847,4,True,False,False,True,False,False,False,False,True,False,False
1998-08-10,1998,8,10,0,2,1.1761,0,1,4,9,4,14,0,9,9,3.5,3.5,9,2,3,0,4,14,0,9,9,3.5,3.3541019662496847,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-10,1998,8,10,0,2,1.1761,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,9,2,3,0,4,14,0,9,9,3.5,3.3541019662496847,2,True,False,False,False,False,True,False,False,False,False,True
1998-08-12,1998,8,12,2,3,1.1433,2,4,5,6,4,17,2,6,4,4.25,1.479019945774904,4,5,3,2,4,14,2,5,3,3.5,1.118033988749895,3,True,False,False,False,True,False,False,True,False,False,False
1998-08-12,1998,8,12,2,4,1.217,2,3,4,5,4,14,2,5,3,3.5,1.118033988749895,4,5,3,2,4,14,2,5,3,3.5,1.118033988749895,4,True,False,False,True,False,False,False,False,True,False,False
1998-08-12,1998,8,12,2,2,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,4,5,3,2,4,14,2,5,3,3.5,1.118033988749895,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-12,1998,8,12,2,0,1.1761,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,4,5,3,2,4,14,2,5,3,3.5,1.118033988749895,0,False,False,False,False,False,True,False,False,False,False,True
1998-08-14,1998,8,14,4,4,1.2049,1,3,4,7,4,15,1,7,6,3.75,2.165063509461097,4,7,3,1,4,15,1,7,6,3.75,2.165063509461097,4,True,False,True,False,False,False,False,True,False,False,False
1998-08-14,1998,8,14,4,1,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,4,7,3,1,4,15,1,7,6,3.75,2.165063509461097,1,True,False,False,False,False,True,False,False,True,False,False
1998-08-14,1998,8,14,4,2,1.1761,0,1,4,9,4,14,0,9,9,3.5,3.5,4,7,3,1,4,15,1,7,6,3.75,2.165063509461097,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-14,1998,8,14,4,0,1.1761,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,4,7,3,1,4,15,1,7,6,3.75,2.165063509461097,0,False,False,False,False,False,True,False,False,False,False,True
1998-08-17,1998,8,17,0,1,1.1386,0,2,5,6,4,13,0,6,6,3.25,2.384848003542364,9,9,0,1,4,19,0,9,9,4.75,4.264680527307995,1,True,False,False,False,True,False,False,True,False,False,False
1998-08-17,1998,8,17,0,4,1.2167,0,1,9,9,4,19,0,9,9,4.75,4.264680527307995,9,9,0,1,4,19,0,9,9,4.75,4.264680527307995,4,True,False,True,False,False,False,False,False,True,False,False
1998-08-17,1998,8,17,0,2,1.1776,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,9,9,0,1,4,19,0,9,9,4.75,4.264680527307995,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-17,1998,8,17,0,3,1.1762,0,1,4,9,4,14,0,9,9,3.5,3.5,9,9,0,1,4,19,0,9,9,4.75,4.264680527307995,3,True,False,False,False,False,True,False,False,False,False,True
1998-08-19,1998,8,19,2,2,1.1263,3,6,7,8,4,24,3,8,5,6.0,1.8708286933869707,5,7,7,6,4,25,5,7,2,6.25,0.82915619758885,2,True,False,False,False,True,False,False,True,False,False,False
1998-08-19,1998,8,19,2,4,1.2169,5,6,7,7,4,25,5,7,2,6.25,0.82915619758885,5,7,7,6,4,25,5,7,2,6.25,0.82915619758885,4,True,False,False,True,False,False,False,False,True,False,False
1998-08-19,1998,8,19,2,1,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,5,7,7,6,4,25,5,7,2,6.25,0.82915619758885,1,True,False,False,False,False,True,False,False,False,True,False
1998-08-19,1998,8,19,2,0,1.1763,0,1,4,9,4,14,0,9,9,3.5,3.5,5,7,7,6,4,25,5,7,2,6.25,0.82915619758885,0,False,False,False,False,False,True,False,False,False,False,True
1998-08-21,1998,8,21,4,4,1.222,0,0,2,9,4,11,0,9,9,2.75,3.6996621467371855,9,2,0,0,4,11,0,9,9,2.75,3.6996621467371855,4,True,False,True,False,False,False,False,True,False,False,False
1998-08-21,1998,8,21,4,2,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,9,2,0,0,4,11,0,9,9,2.75,3.6996621467371855,2,True,False,False,False,False,True,False,False,True,False,False
1998-08-21,1998,8,21,4,2,1.1763,0,1,4,9,4,14,0,9,9,3.5,3.5,9,2,0,0,4,11,0,9,9,2.75,3.6996621467371855,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-21,1998,8,21,4,1,1.174,0,5,6,8,4,19,0,8,8,4.75,2.947456530637899,9,2,0,0,4,11,0,9,9,2.75,3.6996621467371855,1,True,False,False,False,False,True,False,False,False,False,True
1998-08-24,1998,8,24,0,2,1.1253,3,4,7,8,4,22,3,8,5,5.5,2.0615528128088303,4,2,8,8,4,22,2,8,6,5.5,2.598076211353316,2,True,False,False,False,True,False,False,True,False,False,False
1998-08-24,1998,8,24,0,1,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,4,2,8,8,4,22,2,8,6,5.5,2.598076211353316,1,True,False,False,False,False,True,False,False,True,False,False
1998-08-24,1998,8,24,0,1,1.1763,0,1,4,9,4,14,0,9,9,3.5,3.5,4,2,8,8,4,22,2,8,6,5.5,2.598076211353316,1,True,False,False,False,False,True,False,False,False,True,False
1998-08-24,1998,8,24,0,1,1.1752,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,4,2,8,8,4,22,2,8,6,5.5,2.598076211353316,1,True,False,False,False,False,True,False,False,False,False,True
1998-08-26,1998,8,26,2,1,1.1231,3,4,8,9,4,24,3,9,6,6.0,2.5495097567963922,5,6,5,4,4,20,4,6,2,5.0,0.7071067811865476,1,True,False,False,False,True,False,False,True,False,False,False
1998-08-26,1998,8,26,2,4,1.2206,4,5,5,6,4,20,4,6,2,5.0,0.7071067811865476,5,6,5,4,4,20,4,6,2,5.0,0.7071067811865476,4,True,False,False,True,False,False,False,False,True,False,False
1998-08-26,1998,8,26,2,2,1.1777,0,4,5,9,4,18,0,9,9,4.5,3.2015621187164243,5,6,5,4,4,20,4,6,2,5.0,0.7071067811865476,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-26,1998,8,26,2,1,1.1763,0,1,4,9,4,14,0,9,9,3.5,3.5,5,6,5,4,4,20,4,6,2,5.0,0.7071067811865476,1,True,False,False,False,False,True,False,False,False,False,True
1998-08-28,1998,8,28,4,0,1.1331,0,2,3,7,4,12,0,7,7,3.0,2.5495097567963922,9,9,4,5,4,27,4,9,5,6.75,2.277608394786075,0,False,False,False,False,True,False,False,True,False,False,False
1998-08-28,1998,8,28,4,4,1.2224,4,5,9,9,4,27,4,9,5,6.75,2.277608394786075,9,9,4,5,4,27,4,9,5,6.75,2.277608394786075,4,True,False,False,True,False,False,False,False,True,False,False
1998-08-28,1998,8,28,4,2,1.1763,0,1,4,9,4,14,0,9,9,3.5,3.5,9,9,4,5,4,27,4,9,5,6.75,2.277608394786075,2,True,False,False,False,False,True,False,False,False,True,False
1998-08-28,1998,8,28,4,1,1.1751,0,6,8,9,4,23,0,9,9,5.75,3.491060010942235,9,9,4,5,4,27,4,9,5,6.75,2.277608394786075,1,True,False,False,False,False,True,False,False,False,False,True
1998-08-31,1998,8,31,0,1,1.1253,3,6,7,8,4,24,3,8,5,6.0,1.8708286933869707,5,7,1,1,4,14,1,7,6,3.5,2.598076211353316,1,True,False,False,False,True,False,False,True,False,False,False
